20090401|20090402|0101|C0500114|497
20090401|20090402|0201|C0500114|408
20090401|20090402|0601|C0500114|744
20090401|20090402|0501|C0500114|552
20090401|20090402|0301|C0500114|408
20090401|20090402|0953|C0500114|3112
20090401|20090402|0902|C0500114|7697
20090401|20090402|0103|C0500114|6175
20090401|20090402|0203|C0500114|4200
20090401|20090402|0603|C0500114|11856
20090401|20090402|0503|C0500114|7104
20090401|20090402|0303|C0500114|5640
20090401|20090402|1003|C0500114|3015
20090401|20090402|0130|C0500114|1128
20090401|20090402|0330|C0500114|168
20090401|20090402|0430|C0500114|8796
20090401|20090402|3664|C0500114|84
20090401|20090402|0415|C0500114|4722
20090401|20090402|0116|C0500114|2803
20090401|20090402|0216|C0500114|2376
20090401|20090402|0616|C0500114|3096
20090401|20090402|0516|C0500114|2064
20090401|20090402|0316|C0500114|2472
20090401|20090402|0916|C0500114|1479
20090401|20090402|3670|C0500114|55
20090401|20090402|0120|C0500114|19
20090401|20090402|0121|C0500114|395
20090401|20090402|0221|C0500114|558
20090401|20090402|0621|C0500114|909
20090401|20090402|0521|C0500114|337
20090401|20090402|0321|C0500114|693
20090401|20090402|1401|C0500114|216
20090401|20090402|1403|C0500114|1056
20090401|20090402|0122|C0500114|274
20090401|20090402|0222|C0500114|204
20090401|20090402|0622|C0500114|300
20090401|20090402|0522|C0500114|240
20090401|20090402|0322|C0500114|156
20090401|20090402|2615|C0500114|110
20090401|20090402|2617|C0500114|72
20090401|20090402|0925|C0500114|254
20090401|20090402|0124|C0500114|415
20090401|20090402|1416|C0500114|504
20090401|20090402|3625|C0500114|5
20090401|20090402|0424|C0500114|1094
20090401|20090402|0226|C0500114|480
20090401|20090402|0626|C0500114|432
20090401|20090402|0526|C0500114|384
20090401|20090402|0326|C0500114|360
20090401|20090402|1426|C0500114|312
20090402|20090402|0101|C0500114|482
20090402|20090402|0201|C0500114|408
20090402|20090402|0601|C0500114|696
20090402|20090402|0501|C0500114|504
20090402|20090402|0301|C0500114|384
20090402|20090402|0953|C0500114|2815
20090402|20090402|0902|C0500114|8941
20090402|20090402|0103|C0500114|12609
20090402|20090402|0203|C0500114|4152
20090402|20090402|0603|C0500114|12672
20090402|20090402|0503|C0500114|10560
20090402|20090402|0303|C0500114|6720
20090402|20090402|1003|C0500114|2885
20090402|20090402|0130|C0500114|1104
20090402|20090402|0330|C0500114|168
20090402|20090402|0430|C0500114|8472
20090402|20090402|3664|C0500114|84
20090402|20090402|0415|C0500114|4650
20090402|20090402|0116|C0500114|7351
20090402|20090402|0216|C0500114|2376
20090402|20090402|0616|C0500114|4152
20090402|20090402|0516|C0500114|1896
20090402|20090402|0316|C0500114|2160
20090402|20090402|0916|C0500114|2265
20090402|20090402|3670|C0500114|55
20090402|20090402|0120|C0500114|19
20090402|20090402|0121|C0500114|2519
20090402|20090402|0221|C0500114|702
20090402|20090402|0621|C0500114|693
20090402|20090402|0521|C0500114|337
20090402|20090402|0321|C0500114|531
20090402|20090402|1401|C0500114|216
20090402|20090402|1403|C0500114|1056
20090402|20090402|0122|C0500114|682
20090402|20090402|0222|C0500114|684
20090402|20090402|0622|C0500114|1140
20090402|20090402|0522|C0500114|720
20090402|20090402|0322|C0500114|156
20090402|20090402|2615|C0500114|62
20090402|20090402|2617|C0500114|744
20090402|20090402|0925|C0500114|254
20090402|20090402|0124|C0500114|217
20090402|20090402|1416|C0500114|1464
20090402|20090402|3625|C0500114|5
20090402|20090402|0424|C0500114|1094
20090402|20090402|0226|C0500114|360
20090402|20090402|0626|C0500114|360
20090402|20090402|0526|C0500114|360
20090402|20090402|0326|C0500114|312
20090402|20090402|1426|C0500114|312
